PVWatts: Hourly PV Performance Data,,,,,,,,,,
Requested Location:,North Philadelphia East,,,,,,,,,
Location:,"Lat, Lon: 40.01, -75.14",,,,,,,,,
Lat (deg N):,40.01,,,,,,,,,
Long (deg W):,75.14,,,,,,,,,
Elev (m):,44.72000122,,,,,,,,,
DC System Size (kW):,4,,,,,,,,,
Module Type:,Standard,,,,,,,,,
Array Type:,Fixed (roof mount),,,,,,,,,
Array Tilt (deg):,20,,,,,,,,,
Array Azimuth (deg):,180,,,,,,,,,
System Losses:,14.08,,,,,,,,,
Invert Efficiency:,96,,,,,,,,,
DC to AC Size Ratio:,1.2,,,,,,,,,
Average Cost of Electricity Purchased from Utility ($/kWh):,0.129,,,,,,,,,
Capacity Factor (%),"15.1	",,,,,,,,,
,,,,,,,,,,
Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
11,15,15,621,45,7,1,302.408,19.231,975.923,933.537
11,15,16,195,13,5,0,63.669,9.366,190.283,166.285
11,15,17,0,0,4,1,0,4,0,0
11,15,18,0,0,4,0,0,4,0,0
11,15,19,0,0,5,0,0,5,0,0
11,15,20,0,0,6,0,0,6,0,0
11,15,21,0,0,5,0,0,5,0,0
11,15,22,0,0,4,0,0,4,0,0
11,15,23,0,0,3,0,0,3,0,0
11,16,0,0,0,2,0,0,2,0,0
11,16,1,0,0,1,0,0,1,0,0
11,16,2,0,0,0,0,0,0,0,0
11,16,3,0,0,0,0,0,0,0,0
11,16,4,0,0,0,0,0,0,0,0
11,16,5,0,0,0,0,0,0,0,0
11,16,6,0,0,1,0,0,1,0,0
11,16,7,0,37,3,0,37.075,-0.356,142.603,119.537
11,16,8,35,103,5,0,125.869,7.594,464.048,434.294
11,16,9,168,167,7,1,292.181,16.005,1038.046,993.961
11,16,10,158,212,10,1,352.859,22.34,1223.908,1174.527
11,16,11,530,166,11,1,617.742,32.843,2036.13,1959.834
11,16,12,446,181,11,1,562.519,32.617,1855.764,1785.975
11,16,13,551,130,12,0,541.825,38.012,1730.849,1665.389
11,16,14,318,124,12,0,323.303,29.756,1064.34,1019.526
11,16,15,201,71,11,0,163.16,19.972,544.316,512.742
11,16,16,70,12,9,0,32.962,9.641,105.472,83.116
11,16,17,0,0,9,0,0,9,0,0
11,16,18,0,0,8,0,0,8,0,0
11,16,19,0,0,8,0,0,8,0,0
11,16,20,0,0,8,0,0,8,0,0
11,16,21,0,0,8,0,0,8,0,0
11,16,22,0,0,7,0,0,7,0,0
11,16,23,0,0,7,0,0,7,0,0
11,17,0,0,0,7,0,0,7,0,0
11,17,1,0,0,7,0,0,7,0,0
11,17,2,0,0,7,0,0,7,0,0
11,17,3,0,0,7,0,0,7,0,0
11,17,4,0,0,7,0,0,7,0,0
11,17,5,0,0,7,0,0,7,0,0
11,17,6,0,0,7,0,0,7,0,0
11,17,7,9,37,7,0,39.883,4.018,148.68,125.495
11,17,8,19,101,8,0,111.146,9.93,406.907,378.412
11,17,9,205,173,10,1,322.474,19.983,1123.962,1077.469
11,17,10,574,161,12,1,617.32,33.596,2021.956,1946.183
11,17,11,604,169,13,1,677.264,38.268,2172.621,2091.201
11,17,12,612,161,14,1,665.117,39.162,2122.482,2042.965
11,17,13,516,164,14,1,555.5,35.517,1798.019,1730.249
11,17,14,424,134,13,0,401.279,33.751,1293.435,1241.99
11,17,15,246,85,12,0,197.983,23.332,649.826,615.769
11,17,16,0,8,10,0,7.569,10.191,27.823,6.912
11,17,17,0,0,9,0,0,9,0,0
11,17,18,0,0,9,0,0,9,0,0
11,17,19,0,0,8,0,0,8,0,0
11,17,20,0,0,7,1,0,7,0,0
11,17,21,0,0,6,0,0,6,0,0
11,17,22,0,0,6,0,0,6,0,0
11,17,23,0,0,5,0,0,5,0,0
11,18,0,0,0,5,0,0,5,0,0
11,18,1,0,0,5,1,0,5,0,0
11,18,2,0,0,6,1,0,6,0,0
11,18,3,0,0,6,0,0,6,0,0
11,18,4,0,0,6,0,0,6,0,0
11,18,5,0,0,6,1,0,6,0,0
11,18,6,0,0,6,1,0,6,0,0
11,18,7,0,22,7,1,20.855,4.601,78.546,56.697
11,18,8,0,65,9,1,62.629,8.451,231.985,207.155
11,18,9,0,38,10,2,36.04,8.997,133.177,110.292
11,18,10,0,136,12,2,133.344,14.031,481.905,451.752
11,18,11,31,201,13,2,236.879,18.803,837.25,798.527
11,18,12,0,128,13,2,124.533,15.783,446.538,417.173
11,18,13,0,122,14,2,119.233,16.064,426.992,398.058
11,18,14,0,114,13,2,113.553,14.841,408.892,380.354
11,18,15,296,63,12,1,196.014,17.35,653.246,619.107
11,18,16,0,9,11,1,8.518,9.816,31.362,10.386
11,18,17,0,0,11,1,0,11,0,0
11,18,18,0,0,11,1,0,11,0,0
11,18,19,0,0,11,1,0,11,0,0
11,18,20,0,0,11,1,0,11,0,0
11,18,21,0,0,11,2,0,11,0,0
11,18,22,0,0,12,2,0,12,0,0
11,18,23,0,0,12,2,0,12,0,0
11,19,0,0,0,12,3,0,12,0,0
11,19,1,0,0,12,3,0,12,0,0
11,19,2,0,0,13,3,0,13,0,0
11,19,3,0,0,13,3,0,13,0,0
11,19,4,0,0,14,3,0,14,0,0
11,19,5,0,0,14,3,0,14,0,0
11,19,6,0,0,14,3,0,14,0,0
11,19,7,0,10,15,3,9.461,13.222,34.314,13.284
11,19,8,0,43,15,3,40.79,14.147,147.336,124.178
11,19,9,0,62,15,3,58.87,14.78,212.044,187.614
11,19,10,0,32,16,3,30.353,15.066,109.189,86.762
11,19,11,0,85,17,4,80.807,17.38,287.663,261.698
11,19,12,0,122,17,4,118.369,18.498,419.244,390.48
11,19,13,0,33,17,5,31.297,16.432,111.893,89.415
11,19,14,0,55,17,5,52.205,16.7,186.417,162.495
11,19,15,0,14,16,5,13.25,14.845,47.709,26.433
11,19,16,0,1,16,6,0.944,14.636,3.404,0
11,19,17,0,0,16,6,0,16,0,0
11,19,18,0,0,16,7,0,16,0,0
11,19,19,0,0,16,6,0,16,0,0
11,19,20,0,0,15,4,0,15,0,0
11,19,21,0,0,14,2,0,14,0,0
11,19,22,0,0,13,2,0,13,0,0
11,19,23,0,0,11,3,0,11,0,0
11,20,0,0,0,10,4,0,10,0,0
11,20,1,0,0,9,3,0,9,0,0
11,20,2,0,0,8,3,0,8,0,0
11,20,3,0,0,8,2,0,8,0,0
11,20,4,0,0,7,1,0,7,0,0
11,20,5,0,0,6,1,0,6,0,0
11,20,6,0,0,6,1,0,6,0,0
11,20,7,0,16,7,2,15.154,4.924,56.994,35.546
11,20,8,703,53,8,3,398.532,17.158,1340.993,1288.11
11,20,9,821,64,9,3,594.087,24.926,1999.525,1924.575
11,20,10,868,74,10,4,726.054,28.292,2433.687,2341.982
11,20,11,886,77,11,4,778.667,30.934,2585.452,2487.478
11,20,12,882,76,11,4,767.907,30.823,2549.013,2452.563
11,20,13,845,73,11,4,673.954,28.494,2248.657,2164.307
11,20,14,771,63,10,3,512.089,24.681,1706.233,1641.609
11,20,15,606,45,9,2,292.732,18.41,945.574,904.005
11,20,16,158,10,7,2,51.517,7.681,155.115,131.806
11,20,17,0,0,6,2,0,6,0,0
11,20,18,0,0,5,1,0,5,0,0
11,20,19,0,0,4,1,0,4,0,0
11,20,20,0,0,3,1,0,3,0,0
11,20,21,0,0,3,1,0,3,0,0
11,20,22,0,0,2,1,0,2,0,0
11,20,23,0,0,2,1,0,2,0,0
11,21,0,0,0,2,1,0,2,0,0
11,21,1,0,0,2,1,0,2,0,0
11,21,2,0,0,2,1,0,2,0,0
11,21,3,0,0,2,1,0,2,0,0
11,21,4,0,0,2,0,0,2,0,0
11,21,5,0,0,1,0,0,1,0,0
11,21,6,0,0,1,1,0,1,0,0
11,21,7,414,28,3,1,155.6,5.845,493.939,463.514
11,21,8,693,51,6,2,389.779,16.708,1312.73,1260.704
11,21,9,812,63,9,2,585.132,26.713,1952.014,1878.79
11,21,10,869,68,12,2,712.056,34.21,2318.434,2231.348
11,21,11,891,70,15,2,771.862,39.334,2458.21,2365.507
11,21,12,885,69,16,2,754.227,40.033,2391.494,2301.494
11,21,13,847,66,17,2,665.429,38.379,2114.558,2035.339
11,21,14,763,58,16,1,500.843,35.614,1582.137,1521.641
11,21,15,587,43,14,1,282.85,25.213,884.809,844.85
11,21,16,0,0,11,1,0,11,0,0
11,21,17,0,0,10,1,0,10,0,0
11,21,18,0,0,9,1,0,9,0,0
11,21,19,0,0,8,1,0,8,0,0
11,21,20,0,0,8,1,0,8,0,0
11,21,21,0,0,7,1,0,7,0,0
11,21,22,0,0,7,1,0,7,0,0
11,21,23,0,0,6,1,0,6,0,0
11,22,0,0,0,6,1,0,6,0,0
11,22,1,0,0,5,1,0,5,0,0
11,22,2,0,0,5,1,0,5,0,0
11,22,3,0,0,5,1,0,5,0,0
11,22,4,0,0,5,1,0,5,0,0
11,22,5,0,0,5,0,0,5,0,0
11,22,6,0,0,5,0,0,5,0,0
11,22,7,369,29,6,0,143.588,9.052,451.873,422.389
11,22,8,661,55,8,1,377.56,20.23,1251.653,1201.454
11,22,9,794,67,11,1,576.617,31.609,1878.667,1808.069
11,22,10,860,71,13,1,712.18,39.164,2262.208,2177.33
11,22,11,879,74,14,0,765.458,48.766,2321.703,2234.488
11,22,12,871,74,15,0,753.505,49.676,2272.654,2187.368
11,22,13,835,69,16,0,659.458,47.343,2001.2,1926.188
11,22,14,755,61,15,0,498.903,40.116,1540.911,1481.755
11,22,15,583,44,14,0,281.81,29.654,863.139,823.745
11,22,16,0,0,13,0,0,13,0,0
11,22,17,0,0,11,0,0,11,0,0
11,22,18,0,0,9,1,0,9,0,0
11,22,19,0,0,8,1,0,8,0,0
11,22,20,0,0,7,1,0,7,0,0
11,22,21,0,0,7,1,0,7,0,0
11,22,22,0,0,7,1,0,7,0,0
11,22,23,0,0,7,0,0,7,0,0
11,23,0,0,0,6,0,0,6,0,0
11,23,1,0,0,6,0,0,6,0,0
11,23,2,0,0,6,0,0,6,0,0
11,23,3,0,0,5,0,0,5,0,0
11,23,4,0,0,5,0,0,5,0,0
11,23,5,0,0,5,0,0,5,0,0
11,23,6,0,0,5,0,0,5,0,0
11,23,7,122,32,5,1,75.464,4.744,257.512,232.165
11,23,8,288,86,7,1,241.155,13.726,838.679,799.919
11,23,9,720,80,9,0,547.128,32.536,1775.736,1708.737
11,23,10,518,142,11,0,546.821,37.137,1758.172,1691.777
11,23,11,354,195,12,0,497.651,36.304,1612.816,1551.313
11,23,12,538,149,13,1,588.328,34.658,1918.884,1846.852
11,23,13,601,110,14,1,550.443,34.89,1782.719,1715.479
11,23,14,531,86,13,0,405.836,33.872,1298.717,1247.113
11,23,15,452,48,11,0,238.905,24.094,757.351,720.656
11,23,16,0,0,9,0,0,9,0,0
11,23,17,0,0,8,0,0,8,0,0
11,23,18,0,0,7,1,0,7,0,0
11,23,19,0,0,6,1,0,6,0,0
11,23,20,0,0,6,1,0,6,0,0
11,23,21,0,0,5,0,0,5,0,0
11,23,22,0,0,5,0,0,5,0,0
11,23,23,0,0,4,0,0,4,0,0
11,24,0,0,0,4,0,0,4,0,0
11,24,1,0,0,4,0,0,4,0,0
11,24,2,0,0,5,0,0,5,0,0
11,24,3,0,0,5,0,0,5,0,0
11,24,4,0,0,4,0,0,4,0,0
11,24,5,0,0,4,0,0,4,0,0
11,24,6,0,0,4,0,0,4,0,0
11,24,7,364,28,6,0,140.698,9.011,442.065,412.799
11,24,8,669,54,7,1,376.48,19.19,1251.247,1201.06
11,24,9,0,92,9,2,89.097,11.336,325.873,299.112
11,24,10,356,174,12,2,457.013,24.391,1564.78,1504.85
11,24,11,870,76,14,3,762.689,34.495,2487.431,2393.531
11,24,12,863,75,15,3,745.29,36.041,2410.203,2319.45
11,24,13,806,75,16,3,644.315,34.304,2088.846,2010.592
11,24,14,711,67,15,2,479.687,30.556,1553.657,1494.089
11,24,15,512,50,14,2,263.427,22.3,839.864,801.073
11,24,16,0,0,12,2,0,12,0,0
11,24,17,0,0,12,2,0,12,0,0
11,24,18,0,0,11,2,0,11,0,0
11,24,19,0,0,11,2,0,11,0,0
11,24,20,0,0,12,2,0,12,0,0
11,24,21,0,0,10,3,0,10,0,0
11,24,22,0,0,6,4,0,6,0,0
11,24,23,0,0,3,3,0,3,0,0
11,25,0,0,0,3,2,0,3,0,0
11,25,1,0,0,2,2,0,2,0,0
11,25,2,0,0,1,2,0,1,0,0
11,25,3,0,0,0,1,0,0,0,0
11,25,4,0,0,0,1,0,0,0,0
11,25,5,0,0,0,1,0,0,0,0
11,25,6,0,0,-1,1,0,-1,0,0
11,25,7,405,27,0,1,149.989,2.659,480.495,450.373
11,25,8,303,82,1,2,241.989,7.058,864.13,824.711
11,25,9,695,71,2,2,517.526,17.17,1803.444,1735.485
11,25,10,876,76,4,2,722.996,26.592,2440.464,2348.485
11,25,11,899,78,5,2,785.08,30.283,2613.113,2513.973
11,25,12,472,163,6,1,553.467,28.63,1859.172,1789.262
11,25,13,438,143,6,1,472.67,24.432,1612.291,1550.805
11,25,14,171,127,6,1,236.677,15.542,836.115,797.421
11,25,15,601,44,4,0,287.254,17.333,930.17,889.012
11,25,16,0,0,2,0,0,2,0,0
11,25,17,0,0,1,0,0,1,0,0
11,25,18,0,0,0,0,0,0,0,0
11,25,19,0,0,0,0,0,0,0,0
11,25,20,0,0,0,1,0,0,0,0
11,25,21,0,0,0,0,0,0,0,0
11,25,22,0,0,0,0,0,0,0,0
11,25,23,0,0,1,0,0,1,0,0
11,26,0,0,0,1,0,0,1,0,0
11,26,1,0,0,1,0,0,1,0,0
11,26,2,0,0,1,0,0,1,0,0
11,26,3,0,0,0,0,0,0,0,0
11,26,4,0,0,0,0,0,0,0,0
11,26,5,0,0,0,0,0,0,0,0
11,26,6,0,0,0,0,0,0,0,0
11,26,7,153,28,1,0,83.207,0.19,285.247,259.331
11,26,8,378,74,3,0,265.523,13.319,916.449,875.656
11,26,9,582,92,5,1,472.284,21.528,1615.784,1554.183
11,26,10,125,194,6,1,306.714,18.056,1084.629,1039.247
11,26,11,435,174,6,1,543.195,25.239,1855.645,1785.86
11,26,12,82,205,7,1,281.252,18.615,993.665,950.798
11,26,13,5,145,7,1,148.173,11.823,540.577,509.089
11,26,14,0,109,7,0,109.053,10.941,399.561,371.225
11,26,15,476,45,6,0,243.887,15.751,800.583,762.798
11,26,16,0,0,5,0,0,5,0,0
11,26,17,0,0,4,0,0,4,0,0
11,26,18,0,0,4,0,0,4,0,0
11,26,19,0,0,4,0,0,4,0,0
11,26,20,0,0,4,0,0,4,0,0
11,26,21,0,0,4,0,0,4,0,0
11,26,22,0,0,4,0,0,4,0,0
11,26,23,0,0,5,0,0,5,0,0
11,27,0,0,0,4,0,0,4,0,0
11,27,1,0,0,3,0,0,3,0,0
11,27,2,0,0,2,0,0,2,0,0
11,27,3,0,0,2,0,0,2,0,0
11,27,4,0,0,1,0,0,1,0,0
11,27,5,0,0,0,0,0,0,0,0
11,27,6,0,0,0,0,0,0,0,0
11,27,7,244,27,2,0,106.357,2.856,349.78,322.514
11,27,8,277,81,5,1,227.887,11.465,798.54,760.808
11,27,9,517,102,7,1,439.299,22.04,1500.366,1442.512
11,27,10,784,83,10,1,662.24,33.893,2157.836,2076.979
11,27,11,799,88,11,1,717.897,37.966,2300.893,2214.499
11,27,12,455,164,12,1,540.482,33.44,1773.63,1706.703
11,27,13,127,178,12,1,285.649,23.62,983.189,940.606
11,27,14,322,112,11,0,308.358,25.547,1032.608,988.673
11,27,15,309,62,10,0,198.771,20.294,651.085,616.998
11,27,16,0,0,9,0,0,9,0,0
11,27,17,0,0,9,1,0,9,0,0
11,27,18,0,0,9,1,0,9,0,0
11,27,19,0,0,9,1,0,9,0,0
11,27,20,0,0,8,1,0,8,0,0
11,27,21,0,0,8,1,0,8,0,0
11,27,22,0,0,8,1,0,8,0,0
11,27,23,0,0,9,1,0,9,0,0
11,28,0,0,0,9,1,0,9,0,0
11,28,1,0,0,9,1,0,9,0,0
11,28,2,0,0,9,1,0,9,0,0
11,28,3,0,0,9,1,0,9,0,0
11,28,4,0,0,9,0,0,9,0,0
11,28,5,0,0,9,0,0,9,0,0
11,28,6,0,0,9,1,0,9,0,0
11,28,7,0,2,10,1,1.889,6.95,7.044,0
11,28,8,0,21,10,1,19.888,7.66,73.92,52.157
11,28,9,0,46,11,2,43.641,10.04,160.53,137.116
11,28,10,0,87,12,2,83.123,12.46,302.516,276.242
11,28,11,0,100,14,2,96.022,15.114,345.341,318.169
11,28,12,0,108,16,3,104.302,17.294,371.448,343.718
11,28,13,15,152,17,4,162.848,19.704,573.013,540.774
11,28,14,0,67,16,4,63.96,16.341,228.763,203.998
11,28,15,0,57,15,4,57.154,14.837,205.808,181.503
11,28,16,0,0,14,4,0,14,0,0
11,28,17,0,0,14,4,0,14,0,0
11,28,18,0,0,15,5,0,15,0,0
11,28,19,0,0,15,5,0,15,0,0
11,28,20,0,0,10,5,0,10,0,0
11,28,21,0,0,5,4,0,5,0,0
11,28,22,0,0,4,3,0,4,0,0
11,28,23,0,0,4,3,0,4,0,0
11,29,0,0,0,4,3,0,4,0,0
11,29,1,0,0,4,4,0,4,0,0
11,29,2,0,0,3,4,0,3,0,0
11,29,3,0,0,2,4,0,2,0,0
11,29,4,0,0,1,4,0,1,0,0
11,29,5,0,0,1,4,0,1,0,0
11,29,6,0,0,1,4,0,1,0,0
11,29,7,0,19,1,4,18.014,-0.556,69.346,47.669
11,29,8,13,83,3,5,90.071,3.358,339.332,312.287
11,29,9,0,118,4,5,117.63,5.17,441.95,412.686
11,29,10,0,103,5,5,99.544,5.832,372.934,345.173
11,29,11,0,114,5,5,110.43,6.036,413.354,384.719
11,29,12,13,169,6,5,179.061,8.635,662.394,628.034
11,29,13,37,162,6,5,197.336,9.217,726.967,691.029
11,29,14,254,118,5,5,278.466,10.098,1003.221,960.093
11,29,15,476,53,4,4,251.906,9.394,852.772,813.648
11,29,16,0,0,3,3,0,3,0,0
11,29,17,0,0,2,3,0,2,0,0
11,29,18,0,0,2,3,0,2,0,0
11,29,19,0,0,1,2,0,1,0,0
11,29,20,0,0,1,2,0,1,0,0
11,29,21,0,0,0,2,0,0,0,0
11,29,22,0,0,0,2,0,0,0,0
11,29,23,0,0,0,2,0,0,0,0
11,30,0,0,0,0,2,0,0,0,0
11,30,1,0,0,0,2,0,0,0,0
11,30,2,0,0,1,2,0,1,0,0
11,30,3,0,0,0,2,0,0,0,0
11,30,4,0,0,0,2,0,0,0,0
11,30,5,0,0,0,2,0,0,0,0
11,30,6,0,0,0,2,0,0,0,0
11,30,7,0,15,1,2,14.21,-1.21,54.852,33.444
11,30,8,3,79,1,2,81.2,1.081,310.04,283.609
11,30,9,633,79,3,2,481.796,16.249,1684.11,1620.233
11,30,10,808,73,5,2,661.899,25.571,2242.799,2158.677
11,30,11,848,73,7,3,731.874,27.626,2465.48,2372.48
11,30,12,852,70,8,3,722.311,28.581,2420.308,2329.146
11,30,13,818,65,9,3,634.214,27.164,2125.736,2046.096
11,30,14,425,97,8,2,354.733,19.923,1214.759,1165.646
11,30,15,284,57,7,1,183.527,13.699,619.441,586.11
11,30,16,0,0,5,1,0,5,0,0
11,30,17,0,0,4,1,0,4,0,0
11,30,18,0,0,4,1,0,4,0,0
11,30,19,0,0,8,1,0,8,0,0
11,30,20,0,0,8,1,0,8,0,0
11,30,21,0,0,8,1,0,8,0,0
11,30,22,0,0,8,1,0,8,0,0
11,30,23,0,0,8,2,0,8,0,0
12,1,0,0,0,8,1,0,8,0,0
12,1,1,0,0,8,1,0,8,0,0
12,1,2,0,0,9,2,0,9,0,0
12,1,3,0,0,9,2,0,9,0,0
12,1,4,0,0,9,2,0,9,0,0
12,1,5,0,0,10,2,0,10,0,0
12,1,6,0,0,11,2,0,11,0,0
12,1,7,284,22,12,2,109.561,13.082,337.408,310.403
12,1,8,635,52,13,3,349.965,21.156,1145.781,1098.665
12,1,9,785,66,14,4,551.878,27.206,1829.471,1760.605
12,1,10,855,72,14,4,691.566,31.231,2280.074,2194.498
12,1,11,890,74,14,4,762.743,33.363,2498.896,2404.524
12,1,12,899,70,15,4,750.107,34.232,2444.976,2352.812
12,1,13,877,63,14,4,665.466,31.162,2187.203,2105.226
12,1,14,805,53,13,3,510.69,27.547,1672.76,1609.263
12,1,15,638,38,11,2,293.752,20.408,933.662,892.411
12,1,16,0,0,9,1,0,9,0,0
12,1,17,0,0,7,1,0,7,0,0
12,1,18,0,0,5,1,0,5,0,0
12,1,19,0,0,4,1,0,4,0,0
12,1,20,0,0,4,1,0,4,0,0
12,1,21,0,0,3,1,0,3,0,0
12,1,22,0,0,3,1,0,3,0,0
12,1,23,0,0,3,1,0,3,0,0
12,2,0,0,0,2,1,0,2,0,0
12,2,1,0,0,2,1,0,2,0,0
12,2,2,0,0,2,1,0,2,0,0
12,2,3,0,0,1,1,0,1,0,0
12,2,4,0,0,1,1,0,1,0,0
12,2,5,0,0,1,1,0,1,0,0
12,2,6,0,0,1,1,0,1,0,0
12,2,7,368,19,3,1,125.59,4.694,391.753,363.587
12,2,8,700,44,6,1,364.961,17.675,1208.492,1159.562
12,2,9,833,55,9,2,561.245,25.885,1869.441,1799.169
12,2,10,493,136,12,2,512.253,28.23,1717.698,1652.685
12,2,11,909,65,14,3,758.684,34.578,2470.024,2376.838
12,2,12,901,65,15,4,744.202,34.077,2427.123,2335.685
12,2,13,865,62,15,3,655.47,33.622,2128.45,2048.708
12,2,14,784,54,14,2,500.138,30.238,1617.412,1555.757
12,2,15,610,39,12,1,284.313,23.296,892.763,852.595
12,2,16,0,0,9,1,0,9,0,0
12,2,17,0,0,8,1,0,8,0,0
12,2,18,0,0,7,1,0,7,0,0
12,2,19,0,0,6,1,0,6,0,0
12,2,20,0,0,6,1,0,6,0,0
12,2,21,0,0,6,1,0,6,0,0
12,2,22,0,0,6,1,0,6,0,0
12,2,23,0,0,5,1,0,5,0,0
12,3,0,0,0,5,1,0,5,0,0
12,3,1,0,0,5,1,0,5,0,0
12,3,2,0,0,5,0,0,5,0,0
12,3,3,0,0,5,0,0,5,0,0
12,3,4,0,0,5,0,0,5,0,0
12,3,5,0,0,5,0,0,5,0,0
12,3,6,0,0,5,0,0,5,0,0
12,3,7,0,18,6,0,17.065,1.863,65.028,43.432
12,3,8,252,75,7,1,199.739,11.706,696.144,660.965
12,3,9,743,67,9,1,524.81,26.783,1742.316,1676.464
12,3,10,818,73,13,2,663.681,33.501,2163.415,2082.346
12,3,11,849,75,16,2,730.533,38.907,2328.018,2240.552
12,3,12,851,73,18,2,721.748,40.85,2275.953,2190.538
12,3,13,818,68,19,2,635.579,39.313,2006.924,1931.703
12,3,14,723,60,18,1,473.775,36.457,1487.573,1430.127
12,3,15,516,44,15,1,257.397,25.118,806.812,768.869
12,3,16,0,0,13,1,0,13,0,0
12,3,17,0,0,13,1,0,13,0,0
12,3,18,0,0,12,1,0,12,0,0
12,3,19,0,0,12,1,0,12,0,0
12,3,20,0,0,13,2,0,13,0,0
12,3,21,0,0,13,1,0,13,0,0
12,3,22,0,0,13,1,0,13,0,0
12,3,23,0,0,13,1,0,13,0,0
12,4,0,0,0,13,1,0,13,0,0
12,4,1,0,0,12,1,0,12,0,0
12,4,2,0,0,12,1,0,12,0,0
12,4,3,0,0,11,1,0,11,0,0
12,4,4,0,0,11,1,0,11,0,0
12,4,5,0,0,10,1,0,10,0,0
12,4,6,0,0,10,1,0,10,0,0
12,4,7,161,22,11,1,75.014,10.842,240.334,215.336
12,4,8,500,62,14,1,298.555,22.844,973.264,930.95
12,4,9,665,80,17,2,495.688,31.452,1610.968,1549.526
12,4,10,745,88,20,2,632.516,39.249,2004.569,1929.434
12,4,11,775,91,21,3,693.254,40.081,2196.627,2114.288
12,4,12,773,90,22,3,683.742,41.009,2154.959,2074.212
12,4,13,733,84,22,2,600.406,41.053,1880.571,1809.905
12,4,14,640,72,21,1,445.236,38.199,1388.659,1334.315
12,4,15,445,50,18,1,237.313,27.182,741.221,704.929
12,4,16,0,0,15,1,0,15,0,0
12,4,17,0,0,14,1,0,14,0,0
12,4,18,0,0,14,1,0,14,0,0
12,4,19,0,0,13,1,0,13,0,0
12,4,20,0,0,12,0,0,12,0,0
12,4,21,0,0,12,0,0,12,0,0
12,4,22,0,0,11,0,0,11,0,0
12,4,23,0,0,11,0,0,11,0,0
12,5,0,0,0,11,0,0,11,0,0
12,5,1,0,0,11,0,0,11,0,0
12,5,2,0,0,11,0,0,11,0,0
12,5,3,0,0,11,0,0,11,0,0
12,5,4,0,0,11,0,0,11,0,0
12,5,5,0,0,11,0,0,11,0,0
12,5,6,0,0,11,0,0,11,0,0
12,5,7,0,9,11,0,8.516,6.686,31.786,10.802
12,5,8,0,18,12,1,17.042,9.661,62.792,41.236
12,5,9,154,137,13,1,244.541,19.448,852.217,813.107
12,5,10,0,15,14,1,14.213,13.479,51.493,30.147
12,5,11,0,106,16,1,102.361,17.14,364.792,337.205
12,5,12,24,175,18,1,194.335,23.272,672.696,638.087
12,5,13,1,136,19,1,136.382,22.813,473.495,443.53
12,5,14,97,121,18,0,189.855,25.659,642.957,609.065
12,5,15,317,60,16,0,199.999,24.803,640.465,606.633
12,5,16,0,0,14,0,0,14,0,0
12,5,17,0,0,13,0,0,13,0,0
12,5,18,0,0,12,1,0,12,0,0
12,5,19,0,0,11,1,0,11,0,0
12,5,20,0,0,11,1,0,11,0,0
12,5,21,0,0,10,0,0,10,0,0
12,5,22,0,0,10,0,0,10,0,0
12,5,23,0,0,9,0,0,9,0,0
12,6,0,0,0,9,0,0,9,0,0
12,6,1,0,0,9,0,0,9,0,0
12,6,2,0,0,8,0,0,8,0,0
12,6,3,0,0,8,0,0,8,0,0
12,6,4,0,0,7,0,0,7,0,0
12,6,5,0,0,7,0,0,7,0,0
12,6,6,0,0,7,0,0,7,0,0
12,6,7,143,19,8,0,65.816,6.669,214.27,189.796
12,6,8,455,64,11,1,279.06,19.06,926.295,885.24
12,6,9,619,85,13,1,471.896,29.352,1549.243,1489.818
12,6,10,399,150,15,1,460.415,32.119,1515.932,1457.58
12,6,11,750,93,18,1,678.332,42.143,2126.703,2047.027
12,6,12,757,89,20,2,669.284,41.064,2108.491,2029.5
12,6,13,725,82,21,2,591.853,39.776,1865.496,1795.364
12,6,14,641,69,20,1,442.156,37.077,1386.322,1332.049
12,6,15,456,47,18,1,238.632,27.207,744.091,707.728
12,6,16,0,0,15,1,0,15,0,0
12,6,17,0,0,15,1,0,15,0,0
12,6,18,0,0,14,1,0,14,0,0
12,6,19,0,0,14,1,0,14,0,0
12,6,20,0,0,13,1,0,13,0,0
12,6,21,0,0,13,1,0,13,0,0
12,6,22,0,0,13,1,0,13,0,0
12,6,23,0,0,12,1,0,12,0,0
12,7,0,0,0,12,1,0,12,0,0
12,7,1,0,0,12,1,0,12,0,0
12,7,2,0,0,12,1,0,12,0,0
12,7,3,0,0,12,2,0,12,0,0
12,7,4,0,0,13,2,0,13,0,0
12,7,5,0,0,13,2,0,13,0,0
12,7,6,0,0,13,2,0,13,0,0
12,7,7,182,18,13,2,76.194,13.037,237.649,212.705
12,7,8,512,54,15,2,291.469,22.236,948.138,906.5
12,7,9,670,70,18,3,482.556,30.406,1573.417,1513.206
12,7,10,736,80,21,3,609.694,37.402,1948.741,1875.636
12,7,11,384,173,22,4,486.011,34.27,1588.53,1527.825
12,7,12,269,188,23,3,417.813,34.327,1366.315,1312.658
12,7,13,55,164,22,3,212.635,27.565,719.766,684.005
12,7,14,4,106,21,2,108.766,23.304,376.473,348.636
12,7,15,0,10,19,1,9.46,17.419,33.669,12.651
